account_id,amount,currency,transaction_type,status,description,transaction_date,transaction_ref
2,210.17,USD,debit,completed,Unusual hour debit — night pattern demo,2026-01-22 04:31:00,TRN-2D5F7820175D42F9
3,109.55,USD,debit,completed,Routine debit slot 1,2026-01-22 10:20:00,TRN-4953A491AE004817
2,305.72,USD,debit,completed,Routine debit slot 1,2026-01-22 10:55:00,TRN-6F7FC9E71766491F
2,312.34,USD,debit,completed,Routine debit slot 2,2026-01-22 13:03:00,TRN-6D06DFEA23CF4BB8
3,65.26,USD,debit,completed,Routine debit slot 2,2026-01-22 13:20:00,TRN-3B45DBCF376945B8
3,121.09,USD,debit,completed,Routine debit slot 3,2026-01-22 16:19:00,TRN-8292D264CAE94878
2,272.03,USD,debit,completed,Routine debit slot 3,2026-01-22 16:20:00,TRN-2811397D725744EF
2,262.33,USD,debit,completed,Routine debit slot 1,2026-01-23 10:20:00,TRN-DA4CDF7544EC4829
3,99.59,USD,debit,completed,Routine debit slot 1,2026-01-23 10:45:00,TRN-A05A2A2BA01A47FE
3,97.61,USD,debit,completed,Routine debit slot 2,2026-01-23 13:44:00,TRN-5140E4E02EB940E7
2,287.5,USD,debit,completed,Routine debit slot 2,2026-01-23 13:56:00,TRN-A6E1745B3E044930
3,99.39,USD,debit,completed,Routine debit slot 3,2026-01-23 16:28:00,TRN-711EF6C0F7CF4134
2,295.83,USD,debit,completed,Routine debit slot 3,2026-01-23 16:48:00,TRN-BCF8A64E60B3414A
2,410.24,USD,debit,completed,Routine debit slot 1,2026-01-24 10:26:00,TRN-7BF183BC98AB46BF
3,59.24,USD,debit,completed,Routine debit slot 1,2026-01-24 10:55:00,TRN-98EA530C2B8B4D97
2,270.45,USD,debit,completed,Routine debit slot 2,2026-01-24 13:05:00,TRN-F772E0AC445D47C5
3,146.16,USD,debit,completed,Routine debit slot 2,2026-01-24 13:39:00,TRN-8D7D486186B04024
3,154.82,USD,debit,completed,Routine debit slot 3,2026-01-24 16:17:00,TRN-BC597DDAA23549EB
2,314.06,USD,debit,completed,Routine debit slot 3,2026-01-24 16:47:00,TRN-15D17E0F324E4336
3,5070.48,USD,debit,completed,Fraud signal — anomalous high-value debit,2026-01-24 18:20:00,TRN-17FC79BECC014CDE
2,12835.7,USD,debit,completed,Fraud signal — anomalous high-value debit,2026-01-24 19:23:00,TRN-0696FC94CBE54A80
2,327.88,USD,debit,completed,Routine debit slot 1,2026-01-25 10:22:00,TRN-8C0D6708C7314E1F
3,118.95,USD,debit,completed,Routine debit slot 1,2026-01-25 10:50:00,TRN-7101EFC53E65448E
2,264.84,USD,debit,completed,Routine debit slot 2,2026-01-25 13:04:00,TRN-5760F80BB6CF4A02
3,149.79,USD,debit,completed,Routine debit slot 2,2026-01-25 13:04:00,TRN-48436328BCE54A57
3,122.12,USD,debit,completed,Routine debit slot 3,2026-01-25 16:25:00,TRN-55ADD8AB85B34025
2,376.25,USD,debit,completed,Routine debit slot 3,2026-01-25 16:41:00,TRN-A26ECF9A17EF4734
3,31.89,USD,debit,completed,Unusual hour debit — night pattern demo,2026-01-26 04:32:00,TRN-F1ED19FAE76E4131
2,228.05,USD,debit,completed,Routine debit slot 1,2026-01-26 10:01:00,TRN-191B544157B74960
3,91.33,USD,debit,completed,Routine debit slot 1,2026-01-26 10:51:00,TRN-AA91C488249B4027
3,129.99,USD,debit,completed,Routine debit slot 2,2026-01-26 13:10:00,TRN-6702A016318449F2
2,409.92,USD,debit,completed,Routine debit slot 2,2026-01-26 13:12:00,TRN-25B813BA7565453E
3,150.28,USD,debit,completed,Routine debit slot 3,2026-01-26 16:09:00,TRN-57C99D26EC434DD0
2,387.85,USD,debit,completed,Routine debit slot 3,2026-01-26 16:39:00,TRN-5359D966EA394C36
2,250.48,USD,debit,completed,Routine debit slot 1,2026-01-27 10:08:00,TRN-6DF9CC5961664088
3,139.87,USD,debit,completed,Routine debit slot 1,2026-01-27 10:43:00,TRN-09C9CEA2C10A4CAF
3,133.13,USD,debit,completed,Routine debit slot 2,2026-01-27 13:02:00,TRN-6EE879FCFB8B45F0
2,314.71,USD,debit,completed,Routine debit slot 2,2026-01-27 13:07:00,TRN-83FDBA57B08F44CB
2,14872.27,USD,debit,completed,Fraud signal — anomalous high-value debit,2026-01-27 15:15:00,TRN-F2A82BC2555D4145
2,332.79,USD,debit,completed,Routine debit slot 3,2026-01-27 16:13:00,TRN-6894B9DD68A64CA3
3,67.62,USD,debit,completed,Routine debit slot 3,2026-01-27 16:15:00,TRN-6894E7617E9343FA
2,3130.03,USD,credit,completed,Inbound ACH — payroll,2026-01-28 09:00:00,TRN-53656A14FA0A40C8
3,3000.96,USD,credit,completed,Inbound ACH — payroll,2026-01-28 09:00:00,TRN-E983AE174E084F56
2,313.01,USD,debit,completed,Routine debit slot 1,2026-01-28 10:16:00,TRN-7027DAD8C84A4C7C
3,132.85,USD,debit,completed,Routine debit slot 1,2026-01-28 10:23:00,TRN-DF44C7C27BD745AD
2,373.38,USD,debit,completed,Routine debit slot 2,2026-01-28 13:10:00,TRN-1814FF47F823423D
3,91.22,USD,debit,completed,Routine debit slot 2,2026-01-28 13:36:00,TRN-FC0CDE5944464E40
3,58.24,USD,debit,completed,Routine debit slot 3,2026-01-28 16:09:00,TRN-C7EFE4E2A1FA4D73
2,341.18,USD,debit,completed,Routine debit slot 3,2026-01-28 16:47:00,TRN-99E824C6E2564572
2,12937.32,USD,debit,completed,Fraud signal — anomalous high-value debit,2026-01-28 19:54:00,TRN-31C38DA2AACC41DF
3,122.91,USD,debit,completed,Routine debit slot 1,2026-01-29 10:23:00,TRN-A51A2AC6ACAA4A76
2,363.67,USD,debit,completed,Routine debit slot 1,2026-01-29 10:49:00,TRN-6776386E5E124619
2,383.86,USD,debit,completed,Routine debit slot 2,2026-01-29 13:19:00,TRN-4B3244959F6B4DB4
3,92.2,USD,debit,completed,Routine debit slot 2,2026-01-29 13:48:00,TRN-064693678FC24A49
2,241.62,USD,debit,completed,Routine debit slot 3,2026-01-29 16:01:00,TRN-6A07832DCB084700
3,62.69,USD,debit,completed,Routine debit slot 3,2026-01-29 16:08:00,TRN-5970704BB9754F56
3,46.8,USD,debit,completed,Unusual hour debit — night pattern demo,2026-01-30 03:48:00,TRN-C0389A2907D444B8
2,216.86,USD,debit,completed,Unusual hour debit — night pattern demo,2026-01-30 04:32:00,TRN-8B3A34684C2E4B09
3,107.95,USD,debit,completed,Routine debit slot 1,2026-01-30 10:25:00,TRN-48D0A18C01844CA6
2,405.78,USD,debit,completed,Routine debit slot 1,2026-01-30 10:36:00,TRN-215CCDB5A7E34E57
3,86.44,USD,debit,completed,Routine debit slot 2,2026-01-30 13:17:00,TRN-832ACB2E85D64247
2,355.47,USD,debit,completed,Routine debit slot 2,2026-01-30 13:24:00,TRN-32CBF60D474A46C2
3,79.96,USD,debit,completed,Routine debit slot 3,2026-01-30 16:07:00,TRN-B2D166EF31FF477F
2,299.33,USD,debit,completed,Routine debit slot 3,2026-01-30 16:45:00,TRN-DFD2342C55C34365
3,4448.28,USD,debit,completed,Fraud signal — anomalous high-value debit,2026-01-30 17:11:00,TRN-D9F4EECA107F49C7
3,57.59,USD,debit,completed,Routine debit slot 1,2026-01-31 10:11:00,TRN-FCFAD723E7E043AA
2,259.67,USD,debit,completed,Routine debit slot 1,2026-01-31 10:37:00,TRN-B113CDFCA0294713
3,104.9,USD,debit,completed,Routine debit slot 2,2026-01-31 13:24:00,TRN-D36433B3A549481C
2,358.12,USD,debit,completed,Routine debit slot 2,2026-01-31 13:40:00,TRN-DEFD91A9B062400C
3,146.35,USD,debit,completed,Routine debit slot 3,2026-01-31 16:07:00,TRN-331E26D97AE943A7
2,268.57,USD,debit,completed,Routine debit slot 3,2026-01-31 16:44:00,TRN-132A18D56652442A
3,4100.58,USD,debit,completed,Fraud signal — anomalous high-value debit,2026-01-31 18:36:00,TRN-EA22527A188546CA
2,140.19,USD,debit,completed,Unusual hour debit — night pattern demo,2026-02-01 04:55:00,TRN-B3F30B2DA44042F0
3,81.18,USD,debit,completed,Routine debit slot 1,2026-02-01 10:16:00,TRN-4AC3048935CB4998
2,374.5,USD,debit,completed,Routine debit slot 1,2026-02-01 10:54:00,TRN-8236CF67D4EB402E
3,125.4,USD,debit,completed,Routine debit slot 2,2026-02-01 13:13:00,TRN-E8E422BC6FA54AB0
2,356.85,USD,debit,completed,Routine debit slot 2,2026-02-01 13:51:00,TRN-D6B918C328574D95
3,154.64,USD,debit,completed,Routine debit slot 3,2026-02-01 16:18:00,TRN-823AF1B77F4A40B6
2,244.21,USD,debit,completed,Routine debit slot 3,2026-02-01 16:36:00,TRN-2EAC0DCD72704ED0
2,173.75,USD,debit,completed,Unusual hour debit — night pattern demo,2026-02-02 04:08:00,TRN-0A845B8923144178
2,376.53,USD,debit,completed,Routine debit slot 1,2026-02-02 10:22:00,TRN-4FDA2B2305534366
3,124.4,USD,debit,completed,Routine debit slot 1,2026-02-02 10:31:00,TRN-0A825D7C4D1C4CA6
3,75.02,USD,debit,completed,Routine debit slot 2,2026-02-02 13:08:00,TRN-8FF6D315574C418C
2,326.55,USD,debit,completed,Routine debit slot 2,2026-02-02 13:42:00,TRN-C5D58172CB834B70
3,140.28,USD,debit,completed,Routine debit slot 3,2026-02-02 16:28:00,TRN-4CBA82C5C10B43AE
2,294.11,USD,debit,completed,Routine debit slot 3,2026-02-02 16:32:00,TRN-44002A9C41624332
2,14408.88,USD,debit,completed,Fraud signal — anomalous high-value debit,2026-02-02 17:33:00,TRN-8B2272CBB3F54E90
3,41.4,USD,debit,completed,Unusual hour debit — night pattern demo,2026-02-03 04:34:00,TRN-4AC88699553D4B40
2,349.51,USD,debit,completed,Routine debit slot 1,2026-02-03 10:00:00,TRN-BEAB60DED4A24D55
3,72.27,USD,debit,completed,Routine debit slot 1,2026-02-03 10:45:00,TRN-EE737589BFBA45E8
3,99.51,USD,debit,completed,Routine debit slot 2,2026-02-03 13:05:00,TRN-F641377EDA94438C
2,389.92,USD,debit,completed,Routine debit slot 2,2026-02-03 13:52:00,TRN-E93FA90DFE52468A
2,318.04,USD,debit,completed,Routine debit slot 3,2026-02-03 16:27:00,TRN-D6BDC6918D1B44A6
3,136.05,USD,debit,completed,Routine debit slot 3,2026-02-03 16:54:00,TRN-33CC44F6B6D84D66
2,148.76,USD,debit,completed,Unusual hour debit — night pattern demo,2026-02-04 04:12:00,TRN-922D9E219EFA467E
2,3272.39,USD,credit,completed,Inbound ACH — payroll,2026-02-04 09:00:00,TRN-D014F7AC2A3D42AB
3,3130.45,USD,credit,completed,Inbound ACH — payroll,2026-02-04 09:00:00,TRN-A407CA1B33F940E4
2,412.16,USD,debit,completed,Routine debit slot 1,2026-02-04 10:40:00,TRN-36CE7BB72EFF4BC0
3,153.66,USD,debit,completed,Routine debit slot 1,2026-02-04 10:42:00,TRN-02362F7B53C4478C
3,89.74,USD,debit,completed,Routine debit slot 2,2026-02-04 13:04:00,TRN-B6C0F07E3D624F64
2,398.32,USD,debit,completed,Routine debit slot 2,2026-02-04 13:29:00,TRN-A375D08A8BAF49AA
3,110.0,USD,debit,completed,Routine debit slot 3,2026-02-04 16:18:00,TRN-B509B7B8E62F424A
2,361.46,USD,debit,completed,Routine debit slot 3,2026-02-04 16:27:00,TRN-7D8B8F4529534937
2,13298.73,USD,debit,completed,Fraud signal — anomalous high-value debit,2026-02-04 18:57:00,TRN-F7C87ED0E5334E3D
2,255.23,USD,debit,completed,Routine debit slot 1,2026-02-05 10:33:00,TRN-BF33174D7A1A49A5
3,144.13,USD,debit,completed,Routine debit slot 1,2026-02-05 10:54:00,TRN-8FC246F7FE2843BD
2,413.09,USD,debit,completed,Routine debit slot 2,2026-02-05 13:17:00,TRN-B0595437B43A4E69
3,70.75,USD,debit,completed,Routine debit slot 2,2026-02-05 13:45:00,TRN-CD930D3003CD43C7
3,147.73,USD,debit,completed,Routine debit slot 3,2026-02-05 16:40:00,TRN-19BB281A50B04FDF
2,343.18,USD,debit,completed,Routine debit slot 3,2026-02-05 16:58:00,TRN-53E01255EEF443FD
3,45.86,USD,debit,completed,Unusual hour debit — night pattern demo,2026-02-06 03:19:00,TRN-4DC59E169CB84898
2,209.37,USD,debit,completed,Unusual hour debit — night pattern demo,2026-02-06 04:02:00,TRN-F37DB576F35349C3
3,72.41,USD,debit,completed,Routine debit slot 1,2026-02-06 10:23:00,TRN-0D4F0A73D9044306
2,327.63,USD,debit,completed,Routine debit slot 1,2026-02-06 10:30:00,TRN-609F775400B2425D
3,105.88,USD,debit,completed,Routine debit slot 2,2026-02-06 13:07:00,TRN-FD377FC888CC478F
2,312.97,USD,debit,completed,Routine debit slot 2,2026-02-06 13:52:00,TRN-5E7A31B660914BC7
2,366.21,USD,debit,completed,Routine debit slot 3,2026-02-06 16:17:00,TRN-73CA76BA89F44A31
3,153.51,USD,debit,completed,Routine debit slot 3,2026-02-06 16:50:00,TRN-B0ACFA24144B4A74
2,284.46,USD,debit,completed,Routine debit slot 1,2026-02-07 10:15:00,TRN-D11DCC2077644F44
3,68.89,USD,debit,completed,Routine debit slot 1,2026-02-07 10:50:00,TRN-4F71FE12D75541AC
2,386.15,USD,debit,completed,Routine debit slot 2,2026-02-07 13:05:00,TRN-FC5851B121534E09
3,104.4,USD,debit,completed,Routine debit slot 2,2026-02-07 13:23:00,TRN-6312A43E858D49FC
3,110.4,USD,debit,completed,Routine debit slot 3,2026-02-07 16:23:00,TRN-367F308C9D154521
2,275.79,USD,debit,completed,Routine debit slot 3,2026-02-07 16:28:00,TRN-239D0B9165A54D80
2,268.77,USD,debit,completed,Routine debit slot 1,2026-02-08 10:29:00,TRN-1F7C5E7142BB47CF
3,101.74,USD,debit,completed,Routine debit slot 1,2026-02-08 10:35:00,TRN-4B8B6FEFCDCC4CA7
2,333.97,USD,debit,completed,Routine debit slot 2,2026-02-08 13:42:00,TRN-F9F87B68D1204B3A
3,67.98,USD,debit,completed,Routine debit slot 2,2026-02-08 13:56:00,TRN-7514E94F26084718
2,295.8,USD,debit,completed,Routine debit slot 3,2026-02-08 16:01:00,TRN-FF9712A39682463F
3,63.62,USD,debit,completed,Routine debit slot 3,2026-02-08 16:19:00,TRN-661D9ED5D3D1414B
3,4585.94,USD,debit,completed,Fraud signal — anomalous high-value debit,2026-02-08 21:11:00,TRN-5BCEE8780585411E
2,15469.17,USD,debit,completed,Fraud signal — anomalous high-value debit,2026-02-08 21:58:00,TRN-E03EB66684674A24
3,52.69,USD,debit,completed,Unusual hour debit — night pattern demo,2026-02-09 03:23:00,TRN-33EE0A8234864853
2,318.86,USD,debit,completed,Routine debit slot 1,2026-02-09 10:20:00,TRN-3D4E8BE0686F454D
3,94.82,USD,debit,completed,Routine debit slot 1,2026-02-09 10:45:00,TRN-7BBDFDC4F2FB4BCF
2,256.37,USD,debit,completed,Routine debit slot 2,2026-02-09 13:13:00,TRN-AD638C1F79A34092
3,126.89,USD,debit,completed,Routine debit slot 2,2026-02-09 13:33:00,TRN-219EFCCD69B84666
2,290.96,USD,debit,completed,Routine debit slot 3,2026-02-09 16:16:00,TRN-DF429669F6D745CA
3,96.08,USD,debit,completed,Routine debit slot 3,2026-02-09 16:26:00,TRN-DE448B37A44841E0
3,137.33,USD,debit,completed,Routine debit slot 1,2026-02-10 10:04:00,TRN-9C345813135447D5
2,288.07,USD,debit,completed,Routine debit slot 1,2026-02-10 10:56:00,TRN-BE38F08101D6455C
3,67.53,USD,debit,completed,Routine debit slot 2,2026-02-10 13:20:00,TRN-89AD4AC688624B2F
2,339.23,USD,debit,completed,Routine debit slot 2,2026-02-10 13:56:00,TRN-1F88AA8528404C9A
2,275.25,USD,debit,completed,Routine debit slot 3,2026-02-10 16:00:00,TRN-C66984625E4844BA
3,119.23,USD,debit,completed,Routine debit slot 3,2026-02-10 16:28:00,TRN-A45D33EA7B4A413F
3,29.65,USD,debit,completed,Unusual hour debit — night pattern demo,2026-02-11 04:07:00,TRN-B2E91BF7BE154FC4
2,124.54,USD,debit,completed,Unusual hour debit — night pattern demo,2026-02-11 04:56:00,TRN-CC87ED77BBA844B1
2,3060.03,USD,credit,completed,Inbound ACH — payroll,2026-02-11 09:00:00,TRN-AF31F38C3B6D4E92
3,3490.3,USD,credit,completed,Inbound ACH — payroll,2026-02-11 09:00:00,TRN-3ADA24297D98476F
2,323.33,USD,debit,completed,Routine debit slot 1,2026-02-11 10:12:00,TRN-0419BF2D32734673
3,101.58,USD,debit,completed,Routine debit slot 1,2026-02-11 10:33:00,TRN-E8AC92CF3E284B1B
2,237.12,USD,debit,completed,Routine debit slot 2,2026-02-11 13:46:00,TRN-A89E093246DD4AB7
3,89.45,USD,debit,completed,Routine debit slot 2,2026-02-11 13:56:00,TRN-DBEA4A2085084DE5
2,301.29,USD,debit,completed,Routine debit slot 3,2026-02-11 16:35:00,TRN-4220FD71BB654B51
3,137.91,USD,debit,completed,Routine debit slot 3,2026-02-11 16:35:00,TRN-1922510F89284834
2,142.47,USD,debit,completed,Unusual hour debit — night pattern demo,2026-02-12 03:51:00,TRN-ED23DE947D9646AB
3,118.98,USD,debit,completed,Routine debit slot 1,2026-02-12 10:11:00,TRN-F2FDE934D91D4746
2,371.63,USD,debit,completed,Routine debit slot 1,2026-02-12 10:44:00,TRN-1411A2DA924341D4
3,131.78,USD,debit,completed,Routine debit slot 2,2026-02-12 13:08:00,TRN-C21CE6123AF7403B
2,315.22,USD,debit,completed,Routine debit slot 2,2026-02-12 13:45:00,TRN-44978FC4F7B3448E
2,318.16,USD,debit,completed,Routine debit slot 3,2026-02-12 16:50:00,TRN-9828FB259F534C3E
3,98.26,USD,debit,completed,Routine debit slot 3,2026-02-12 16:58:00,TRN-D38A7278805E4BE9
2,223.45,USD,debit,completed,Routine debit slot 1,2026-02-13 10:18:00,TRN-52AC654ED61B48EE
3,141.82,USD,debit,completed,Routine debit slot 1,2026-02-13 10:53:00,TRN-53CC1C3AF91349CF
3,67.42,USD,debit,completed,Routine debit slot 2,2026-02-13 13:09:00,TRN-E45F643D1E8A4B6C
2,264.32,USD,debit,completed,Routine debit slot 2,2026-02-13 13:44:00,TRN-113A93D2F1AC42DE
3,85.41,USD,debit,completed,Routine debit slot 3,2026-02-13 16:10:00,TRN-92ECF0B1D2694248
2,268.66,USD,debit,completed,Routine debit slot 3,2026-02-13 16:42:00,TRN-9E310FB85CA94D23
3,41.61,USD,debit,completed,Unusual hour debit — night pattern demo,2026-02-14 03:36:00,TRN-4130B6B70D164D05
2,336.31,USD,debit,completed,Routine debit slot 1,2026-02-14 10:30:00,TRN-A647109E27424288
3,87.27,USD,debit,completed,Routine debit slot 1,2026-02-14 10:45:00,TRN-2ADD05AA07A645C5
2,330.69,USD,debit,completed,Routine debit slot 2,2026-02-14 13:22:00,TRN-B3C1BE3AC29A4231
3,77.55,USD,debit,completed,Routine debit slot 2,2026-02-14 13:33:00,TRN-53266554EEAD4267
2,305.1,USD,debit,completed,Routine debit slot 3,2026-02-14 16:47:00,TRN-5E061721595B42C9
3,144.49,USD,debit,completed,Routine debit slot 3,2026-02-14 16:54:00,TRN-33C4DF81D65D4346
2,122.67,USD,debit,completed,Unusual hour debit — night pattern demo,2026-02-15 02:09:00,TRN-8AD353AAA5F74E97
3,62.89,USD,debit,completed,Routine debit slot 1,2026-02-15 10:12:00,TRN-13044BAE995A4BBA
2,330.08,USD,debit,completed,Routine debit slot 1,2026-02-15 10:22:00,TRN-FBF0C44C88BB4316
2,360.57,USD,debit,completed,Routine debit slot 2,2026-02-15 13:17:00,TRN-2638665A8AE547C9
3,118.51,USD,debit,completed,Routine debit slot 2,2026-02-15 13:35:00,TRN-22DCCCB48A834208
2,281.32,USD,debit,completed,Routine debit slot 3,2026-02-15 16:14:00,TRN-8F799BE04D874E99
3,82.45,USD,debit,completed,Routine debit slot 3,2026-02-15 16:40:00,TRN-3CEB92EDF8054D61
3,29.09,USD,debit,completed,Unusual hour debit — night pattern demo,2026-02-16 03:43:00,TRN-5A0B2DB93E184C83
2,178.3,USD,debit,completed,Unusual hour debit — night pattern demo,2026-02-16 04:48:00,TRN-C0A5B56693834219
2,244.13,USD,debit,completed,Routine debit slot 1,2026-02-16 10:12:00,TRN-3B0DDD5880314DD2
3,85.28,USD,debit,completed,Routine debit slot 1,2026-02-16 10:34:00,TRN-0D714A15B95C46C4
3,64.34,USD,debit,completed,Routine debit slot 2,2026-02-16 13:41:00,TRN-17FF0D0EE2EA4A22
2,283.11,USD,debit,completed,Routine debit slot 2,2026-02-16 13:47:00,TRN-D4E76FAF27FA4B86
3,71.86,USD,debit,completed,Routine debit slot 3,2026-02-16 16:37:00,TRN-E98A68FAA42349A1
2,327.17,USD,debit,completed,Routine debit slot 3,2026-02-16 16:48:00,TRN-56A9D03B69FE4095
2,358.03,USD,debit,completed,Routine debit slot 1,2026-02-17 10:12:00,TRN-CCD19021C1F8479C
3,70.42,USD,debit,completed,Routine debit slot 1,2026-02-17 10:42:00,TRN-58C8FD7C926D44B1
2,263.28,USD,debit,completed,Routine debit slot 2,2026-02-17 13:30:00,TRN-BBEFBDD4DD534186
3,117.45,USD,debit,completed,Routine debit slot 2,2026-02-17 13:57:00,TRN-E1CCFBBA32F643BA
2,275.3,USD,debit,completed,Routine debit slot 3,2026-02-17 16:37:00,TRN-BF848FFB59144808
3,115.51,USD,debit,completed,Routine debit slot 3,2026-02-17 16:53:00,TRN-4A894D702D1F4F24
3,41.81,USD,debit,completed,Unusual hour debit — night pattern demo,2026-02-18 02:43:00,TRN-2EBAF11B3AF94EAE
2,3246.98,USD,credit,completed,Inbound ACH — payroll,2026-02-18 09:00:00,TRN-EA8444810EE04C73
3,3425.95,USD,credit,completed,Inbound ACH — payroll,2026-02-18 09:00:00,TRN-BFA690DF04C5424C
3,147.39,USD,debit,completed,Routine debit slot 1,2026-02-18 10:02:00,TRN-A65C397B3627486F
2,415.32,USD,debit,completed,Routine debit slot 1,2026-02-18 10:33:00,TRN-36890285226B49B5
3,137.52,USD,debit,completed,Routine debit slot 2,2026-02-18 13:01:00,TRN-F9AD1FB63F2641BF
2,339.36,USD,debit,completed,Routine debit slot 2,2026-02-18 13:06:00,TRN-F18203E4D60E4838
2,386.53,USD,debit,completed,Routine debit slot 3,2026-02-18 16:18:00,TRN-4A66D5BFC8164578
3,63.12,USD,debit,completed,Routine debit slot 3,2026-02-18 16:41:00,TRN-D039FB4FE5A347C4
3,5314.42,USD,debit,completed,Fraud signal — anomalous high-value debit,2026-02-18 18:56:00,TRN-2130E91F5EF64B08
2,15736.42,USD,debit,completed,Fraud signal — anomalous high-value debit,2026-02-18 20:06:00,TRN-BADF0ACB1541419F
3,52.89,USD,debit,completed,Unusual hour debit — night pattern demo,2026-02-19 04:49:00,TRN-A47C1E45F11C49F5
2,265.5,USD,debit,completed,Routine debit slot 1,2026-02-19 10:11:00,TRN-D95623A1F03340B8
3,132.1,USD,debit,completed,Routine debit slot 1,2026-02-19 10:16:00,TRN-64B0852819E3407F
2,280.45,USD,debit,completed,Routine debit slot 2,2026-02-19 13:45:00,TRN-CE9B82590CD8445C
3,120.11,USD,debit,completed,Routine debit slot 2,2026-02-19 13:49:00,TRN-0BD32B06A20142EC
2,326.83,USD,debit,completed,Routine debit slot 3,2026-02-19 16:17:00,TRN-1A1EA4C0108B490B
3,112.21,USD,debit,completed,Routine debit slot 3,2026-02-19 16:39:00,TRN-9938B9069CA84389
2,229.1,USD,debit,completed,Routine debit slot 1,2026-02-20 10:03:00,TRN-E401D3752CCB4EDB
3,118.9,USD,debit,completed,Routine debit slot 1,2026-02-20 10:31:00,TRN-1A2B760216234C30
3,143.9,USD,debit,completed,Routine debit slot 2,2026-02-20 13:34:00,TRN-704A3918930E47D4
2,330.67,USD,debit,completed,Routine debit slot 2,2026-02-20 13:44:00,TRN-1E6BBD196634474E
3,83.97,USD,debit,completed,Routine debit slot 3,2026-02-20 16:19:00,TRN-A02F656BD1ED47C1
2,408.82,USD,debit,completed,Routine debit slot 3,2026-02-20 16:40:00,TRN-EACF02E35EB44340
2,393.69,USD,debit,completed,Routine debit slot 1,2026-02-21 10:31:00,TRN-6679E85E88F1419D
3,103.29,USD,debit,completed,Routine debit slot 1,2026-02-21 10:51:00,TRN-0F4736175B6E4818
2,240.52,USD,debit,completed,Routine debit slot 2,2026-02-21 13:00:00,TRN-6B9A18D1F3E44206
3,135.73,USD,debit,completed,Routine debit slot 2,2026-02-21 13:25:00,TRN-FD72A80F61774D7C
3,84.74,USD,debit,completed,Routine debit slot 3,2026-02-21 16:04:00,TRN-B1B530F08E4C4348
2,334.81,USD,debit,completed,Routine debit slot 3,2026-02-21 16:30:00,TRN-1C5953F2FD254534
2,202.22,USD,debit,completed,Unusual hour debit — night pattern demo,2026-02-22 04:06:00,TRN-BB4537B13E1A4384
3,33.15,USD,debit,completed,Unusual hour debit — night pattern demo,2026-02-22 04:31:00,TRN-3712A9BB3C414671
3,123.86,USD,debit,completed,Routine debit slot 1,2026-02-22 10:10:00,TRN-37314BD818A048D2
2,315.74,USD,debit,completed,Routine debit slot 1,2026-02-22 10:21:00,TRN-574D3AE956584CE3
2,256.87,USD,debit,completed,Routine debit slot 2,2026-02-22 13:03:00,TRN-2F6344472D9541CA
3,98.96,USD,debit,completed,Routine debit slot 2,2026-02-22 13:30:00,TRN-305F7E76E7344DE0
3,101.44,USD,debit,completed,Routine debit slot 3,2026-02-22 16:21:00,TRN-692AC09ECDC5452E
2,270.5,USD,debit,completed,Routine debit slot 3,2026-02-22 16:55:00,TRN-35BC5699927E4554
2,192.96,USD,debit,completed,Unusual hour debit — night pattern demo,2026-02-23 02:55:00,TRN-D3D3A3C5CEDB4309
3,115.67,USD,debit,completed,Routine debit slot 1,2026-02-23 10:20:00,TRN-CD4FC5635DB34351
2,315.55,USD,debit,completed,Routine debit slot 1,2026-02-23 10:52:00,TRN-FB70897C12004548
3,141.15,USD,debit,completed,Routine debit slot 2,2026-02-23 13:20:00,TRN-A92AE922D32D4E5F
2,233.07,USD,debit,completed,Routine debit slot 2,2026-02-23 13:31:00,TRN-FA32B74B7E5A4B91
2,234.82,USD,debit,completed,Routine debit slot 3,2026-02-23 16:40:00,TRN-AB3EA94DA3DF410A
3,128.42,USD,debit,completed,Routine debit slot 3,2026-02-23 16:55:00,TRN-C874DBF946524B4E
2,185.44,USD,debit,completed,Unusual hour debit — night pattern demo,2026-02-24 04:03:00,TRN-F51D7E12338F4EA8
2,357.29,USD,debit,completed,Routine debit slot 1,2026-02-24 10:09:00,TRN-448C1F4DBB024055
3,89.54,USD,debit,completed,Routine debit slot 1,2026-02-24 10:25:00,TRN-ACB8FBA1DF264DAB
3,68.08,USD,debit,completed,Routine debit slot 2,2026-02-24 13:23:00,TRN-5ACA623665024373
2,249.84,USD,debit,completed,Routine debit slot 2,2026-02-24 13:36:00,TRN-A2668BAC634840F1
2,409.83,USD,debit,completed,Routine debit slot 3,2026-02-24 16:05:00,TRN-346A1368BDF74F99
3,106.5,USD,debit,completed,Routine debit slot 3,2026-02-24 16:06:00,TRN-23D7852EA09C4109
2,3066.72,USD,credit,completed,Inbound ACH — payroll,2026-02-25 09:00:00,TRN-4034CC22B1BA4581
3,2842.18,USD,credit,completed,Inbound ACH — payroll,2026-02-25 09:00:00,TRN-1EB2314F8AB840DC
2,418.78,USD,debit,completed,Routine debit slot 1,2026-02-25 10:07:00,TRN-FAE431F05A894A69
3,86.91,USD,debit,completed,Routine debit slot 1,2026-02-25 10:29:00,TRN-808D4D0E3A414E64
2,331.61,USD,debit,completed,Routine debit slot 2,2026-02-25 13:26:00,TRN-D2AA8C9F7E4E4CAD
3,67.25,USD,debit,completed,Routine debit slot 2,2026-02-25 13:28:00,TRN-B5F31E030D65421F
